id,indexed_date,language,media_name,media_url,publish_date,title,url,parsed_title,parsed_authors,Text,parsed_tags,parsed_summary,parsed_keywords,subtopic,central body,political figure,affiliate,stance,opposition
0e63b21e815638e7f5959a0b6ebec29e753cd38b77128e585b288b25d0daca58,2025-06-22 10:04:03.118512+00:00,en,indianexpress.com,indianexpress.com,2019-12-24,Way from Ranchi,https://indianexpress.com/article/opinion/editorials/ranchi-jharkhand-poll-results-bjp-caa-nrc-6181732/,Way from Ranchi,"Cdata, Var Template_Content, Sso_Login_Box, Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick, Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account, Signin, Sso_Social_Box, Sign In Withgmailfacebookapple, Var Follow_Widget_Data, Af_Article_Count","There are lessons for the BJP in the Jharkhand loss. There are lessons for the BJP in the Jharkhand loss. The Jharkhand result should worry the BJP, not least because it has been losing assembly elections and allies since 2017-18. The loss of Jharkhand will rankle particularly, since the BJP had won 11 of the 14 Lok Sabha seats in the state in May and provided a stable government for the full five-year term, a first since the state was formed in 2000. The defeat may also have come at an inopportune time for the party — neighbouring Bihar, where the BJP is in office in alliance with the JD-U, is headed to polls next year. The gains in Jharkhand will be a boost for the Opposition, which, since the drubbing in the general election, has been lying low. There are lessons for the BJP in the Jharkhand loss. One, the party’s over-reliance on a single leader, Narendra Modi, for mobilising votes, is problematic in the states. Voters, clearly, make a distinction between national and state elections and national trends are not necessarily replicated in the states: Local issues can carry greater salience in the assembly election than so-called national",,"There are lessons for the BJP in the Jharkhand loss.
There are lessons for the BJP in the Jharkhand loss.
The Jharkhand result should worry the BJP, not least because it has been losing assembly elections and allies since 2017-18.
There are lessons for the BJP in the Jharkhand loss.
The BJP projected Raghubar Das as its sole face in the state, but the move triggered dissent within the party.","jharkhand, election, party, way, state, bjp, national, lessons, result, loss, ranchi, states","jharkhand,bjp,narendra modi,state elections",,narendra modi,"bjp,jd-u",anti,opposition
2b9aa45c708286adaf49b5d2a65bc573d5d044aca0a262454550430d7f23da40,2025-06-22 03:51:51.747593+00:00,en,thehindu.com,thehindu.com,2019-12-30,State results no indicator of decline in BJP’s popularity,https://www.thehindu.com/opinion/op-ed/state-results-no-indicator-of-decline-in-bjps-popularity/article30426848.ece,State results no indicator of decline in BJP’s popularity,Authors,"The political events in India during 2019 have left observers slightly confused. The year brought both good and bad news for the Bharatiya Janata Party (BJP) as well as for many non-BJP parties. In the Lok Sabha elections, the saffron party not only got a massive mandate, it managed to improve upon its electoral performance of 2014, winning 303 Lok Sabha seats with 37% votes. This strong performance made some believe that the party was invincible. But, soon after that, the BJP lost power in Maharashtra and Jharkhand and failed to get a majority in Haryana. Now, these defeats once again have started discussions on whether the party is on the decline or, at a minimum, whether this is the beginning of a decline. Questions are also being asked if the protests across the country against the Citizenship Amendment Act (CAA) would lead to a shrinking of the party’s Hindu support base. Reduced appeal The truth is that the verdicts at the State level do not give any indication of the BJP’s declining popularity at the national level. A recent Lokniti-CSDS survey in Jharkhand did indicate that there was a reduction in the appeal of Prime Minister Narendra Modi, but","Lok Sabha, Ground Zero, General Elections 2019, Good Health Hunting, Monkeypox, Live Now, Hindi Belt, Assembly Elections, Prime Minister Narendra Modi, Jharkhand, Between Wickets, Data Point Podcast, ISRO, Bharatiya Janata Party, Spotlight, Live news, Question Corner","The year brought both good and bad news for the Bharatiya Janata Party (BJP) as well as for many non-BJP parties.
In the Lok Sabha elections, the saffron party not only got a massive mandate, it managed to improve upon its electoral performance of 2014, winning 303 Lok Sabha seats with 37% votes.
But, soon after that, the BJP lost power in Maharashtra and Jharkhand and failed to get a majority in Haryana.
Reduced appealThe truth is that the verdicts at the State level do not give any indication of the BJP’s declining popularity at the national level.
A recent Lokniti-CSDS survey in Jharkhand did indicate that there was a reduction in the appeal of Prime Minister Narendra Modi, but that was limited to just one State — Jharkhand.","results, lok, jharkhand, party, sabha, state, states, pradesh, popularity, decline, bjps, bjp, national, power, indicator","bjp,state elections,lok sabha,caa",,narendra modi,bjp,neutral,non-bjp parties
64317d6888f2bdb5db2df8ff691e4c56bc4997561ed66f148996234ee8f34200,2025-06-18 22:31:18.352807+00:00,en,rediff.com,rediff.com,2025-06-18,Why DMK Gave Kamal Haasan A Rajya Sabha Seat,https://www.rediff.com/news/column/why-dmk-gave-kamal-haasan-a-rajya-sabha-seat/20250618.htm,Why DMK Gave Kamal Haasan A Rajya Sabha Seat,Aditi Phadnis,"One Rajya Sabha seat is a small price to pay for all the skills that Kamal Haasan brings to the table, points out Aditi Phadnis. IMAGE: Kamal Haasan with Tamil Nadu Chief Minister M K Stalin. Photograph: ANI Photo He is more than just an actor. He is a trained Bharata Natyam dancer, an accomplished singer, a choreographer and director, the only one to have got 19 Filmfare awards, the most by any Indian. He is fluent in English, French, and six Indian languages, including Kannada. His politics, however, is confusing. His electoral performance in that arena sub-par. Kamal Haasan will shortly become a member of the Rajya Sabha with support from the Dravida Munnetra Kazhagam although his party, the Makkal Neethi Maiam (MNM), has turned out to be a super-flop. In the 2019 Lok Sabha polls, it got 3.7 per cent of the vote. This came down further to 2.6 per cent in the 2021 assembly polls in Tamil Nadu. Kamal Haasan himself lost from the Coimbatore (South) constituency to the Bharatiya Janata Party's Vanathi Srinivasan. The MNM also drew a blank in Tamil Nadu's civic polls in 2022. His story, like many other actor-politicians in Tamil Nadu, testifies",,"One Rajya Sabha seat is a small price to pay for all the skills that Kamal Haasan brings to the table, points out Aditi Phadnis.
His story, like many other actor-politicians in Tamil Nadu, testifies to the highly developed sense of discernment in the Tamil Nadu voter.
IMAGE: Stalin meets Kamal Haasan after he filed his nomination papers for the Rajya Sabha elections.
The current Karnataka versus Tamil Nadu standoff about his stand on Kannada (that it was born out of Tamil) has got him some numbers in Tamil Nadu.
The way the DMK sees it, one Rajya Sabha seat is a small price to pay for all the skills that Kamal Haasan brings to the table.","sabha, gave, seat, nadu, kamal, politics, vote, polls, dmk, haasan, rajya, tamil","kamal haasan,dmk,rajya sabha,mnm",,vanathi srinivasan,bjp,anti,"kamal haasan,dmk,makkal neethi maiam,mnm"
55ecda6f3160c73a4f5800ac71df3f8a8d13a49e8d9be87eeb4de283b15a74c0,2025-06-09 20:36:04.143562+00:00,en,thehindu.com,thehindu.com,2025-06-10,"​Tighten the process: On the Election Commission of India, election processes",https://www.thehindu.com/opinion/editorial/tighten-the-process-on-the-election-commission-of-india-election-processes/article69675674.ece,"​Tighten the process: On the Election Commission of India, election processes",Authors,"The Leader of the Opposition in the Lok Sabha, Rahul Gandhi, has raised troubling questions about the conduct of elections based on what transpired in the 2024 Assembly elections in Maharashtra. There are specific issues: the abnormal increase in voters listed in electoral rolls between the general election and Assembly elections, higher turnout numbers after 5 p.m. on voting day, and the Centre amending the Conduct of Election Rules, 1961 to restrict access to CCTV footage of the polling process. Mr. Gandhi has also questioned the process of appointing Election Commissioners, with the Union government refusing to implement a Supreme Court judgment in 2023 that recommended having the Chief Justice of India as a part of the selection panel. While political parties, including the BJP and the Congress, have raised complaints about Electronic Voting Machines in the past, many did not stand scrutiny considering the administrative and technological safeguards. The Congress has now focused on the electoral process, raising more fundamental issues that need to be unpacked separately. A preliminary analysis by The Hindu of registered voters in States where the general election and Assembly elections were proximate showed that there were precedents of sharp increases in the electorate before","2024 Assembly elections in Maharashtra, Hindi Belt, Rahul Gandhi, technology (general), Bharatiya Janata Party, Question Corner, election, Monkeypox, Election Commission of India, Between Wickets, Data Point Podcast, ISRO, Live news, electronics, Ground Zero, Maharashtra Assembly Elections 2024, judiciary (system of justice), political parties, voting, Indian National Congress, Good Health Hunting, Live Now, Assembly Elections, Spotlight","The Congress has now focused on the electoral process, raising more fundamental issues that need to be unpacked separately.
This is based on provisional turnout figures, and Election Commission of India (ECI) data show that there was no significant increase in voting after 5 p.m. in Maharashtra.
As final figures via Form 17C data from each booth are released only after a lag, it would be incorrect to rely on provisional turnout figures.
The process of updating electoral rolls must be more transparent and involve political parties for scrutiny and verification.
Ultimately, the onus lies on the ECI to enhance transparency in the electoral process and, specifically, in providing electoral rolls and retaining CCTV footage for scrutiny.","commission, election, tighten, processes, figures, parties, india, electoral, rolls, turnout, process, voters, assembly, elections","election commission,rahul gandhi,voter fraud,maharashtra",central government,,bjp,anti,"rahul gandhi,leader of the opposition,congress"
5eef6edb6f86d92ddc0535012573c4604b1013e6f0d1405884806a8a0b717739,2025-06-07 19:30:14.423533+00:00,en,indianexpress.com,indianexpress.com,2025-06-07,"Devendra Fadnavis replies to Rahul Gandhi: Rejected by people, now he rejects people’s mandate",https://indianexpress.com/article/opinion/columns/rahul-gandhi-maharashtra-elecition-commission-10053941/,"Rahul Gandhi: Rejected by people, now he rejects people's mandate","Devendra Fadnavis, Cdata, Var Template_Content, Sso_Login_Box, Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick, Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account, Signin, Sso_Social_Box, Sign In Withgmailfacebookapple, Var Follow_Widget_Data","On June 6, I was on a day-long tour of Gadchiroli, visiting areas right up to the Abujhmad forest. I had the privilege of being the first Chief Minister to visit that deep interior location. I stayed overnight in Gadchiroli; to date, I have stayed there at least four times. I am not trying to set records here, but the way an anti-constitutional mindset exploits our tribal communities and deprives them of development must be stopped. Under the leadership of the Honourable Prime Minister, Narendra Modi ji, our dynamic Union Home Minister, the Honourable Amit bhai Shah, has set the goal of a Naxal-free India by March 2026, and achieving this goal is not impossible. However, one thing must be understood: It is easier to eliminate the Naxalite holding a gun. But we have a much longer battle ahead against the system known as “urban Naxals”, which systematically tries to destroy all of India’s constitutional institutions. Advertisement On the morning of June 7, returning from Gadchiroli to Nagpur, journalists brought to my attention an article written by Shri Rahul Gandhi (https://indianexpress.com/article/opinion/columns/rahul-gandhi-writes-match-fixing-maharashtra-10052638/). I asked them what it was about. They replied, “The Maharashtra Assembly elections!” Frankly, this topic is old and",,"AdvertisementOn the morning of June 7, returning from Gadchiroli to Nagpur, journalists brought to my attention an article written by Shri Rahul Gandhi (https://indianexpress.com/article/opinion/columns/rahul-gandhi-writes-match-fixing-maharashtra-10052638/).
That is precisely what Rahul Gandhi is repeatedly doing.
Rahul Gandhi should definitely listen to it; he will automatically find the answer to the first part of his article.
Had he read that, perhaps Rahul Gandhi would not have had to undertake this writing endeavor today.
The people have rejected Rahul Gandhi, and in retaliation, he is rejecting the people and their mandate.","commission, election, cent, rejects, gandhi, voters, rejected, mandate, rahul, increase, elections, maharashtra, 2024, peoples","devendra fadnavis,rahul gandhi,maharashtra,voter fraud",ministry of home affairs,"devendra fadnavis, narendra modi, amit shah",,pro,rahul gandhi
dd2a874dfd5a98e9a34290433ddb0b598ddd49321397a45e8ea3fb7f43506cba,2025-06-07 06:26:55.198082+00:00,en,indianexpress.com,indianexpress.com,2025-06-07,Rahul Gandhi writes: Match-fixing Maharashtra,https://indianexpress.com/article/opinion/columns/rahul-gandhi-writes-match-fixing-maharashtra-10052638/,Rahul Gandhi writes: Match-fixing Maharashtra,"Rahul Gandhi, Cdata, Var Template_Content, Sso_Login_Box, Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick, Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account, Signin, Sso_Social_Box, Sign In Withgmailfacebookapple, Var Follow_Widget_Data","In my Parliament speech on February 3, and in a subsequent press conference, I had expressed my disquiet about the conduct of the November 2024 Maharashtra Vidhan Sabha elections. I have doubted the fairness of Indian elections, not every time, not everywhere, but often enough. I am not talking of small-scale cheating, but of industrial-scale rigging involving the capture of our national institutions. But if some earlier election outcomes seemed odd, the outcome of the 2024 Maharashtra Vidhan Sabha elections is glaringly strange. The scale of rigging was so desperate that, despite all efforts to conceal it, tell-tale evidence has emerged from official statistics, without reliance on any nonofficial source, revealing a step-by-step playbook. Step 1: Rig the panel for the appointment of umpires Advertisement The 2023 Election Commissioners Appointment Act ensured that Election Commissioners are effectively chosen by the Prime Minister and the Home Minister by a 2:1 majority since the third member, the Leader of the Opposition, can always be outvoted. These gentlemen are also the top contestants in the contest whose umpires are being chosen. The decision to place a cabinet minister instead of the Chief Justice on the selection committee does not pass the smell test.",,"In my Parliament speech on February 3, and in a subsequent press conference, I had expressed my disquiet about the conduct of the November 2024 Maharashtra Vidhan Sabha elections.
But if some earlier election outcomes seemed odd, the outcome of the 2024 Maharashtra Vidhan Sabha elections is glaringly strange.
But a mere five months later, by the November 2024 Vidhan Sabha elections, the number had leaped to 9.70 crore.
In comparison, the BJP’s strike rate in the Lok Sabha elections only five months earlier had been 32 per cent.
It summarily dismissed requests to make available voter rolls with photos for the 2024 Lok Sabha and Vidhan Sabha elections.","lok, sabha, voting, gandhi, lakh, voter, voters, vidhan, rahul, elections, maharashtra, 2024, matchfixing, writes","rahul gandhi,voter fraud,maharashtra,election commission",ministry of home affairs,,,anti,leader of the opposition
15ec3bc009bc5d281ae9a65128da0d95cb0202b5a5b4d2b7f01ded883e512bad,2025-06-06 22:27:42.436221+00:00,en,rediff.com,rediff.com,2025-06-06,"How EPS, Stalin Keep Allies In Check",https://www.rediff.com/news/column/n-sathiya-moorthy-how-eps-stalin-keep-allies-in-check/20250606.htm,"How EPS, Stalin Keep Allies In Check",N Sathiya Moorthy,"EPS' acceptance of Amit Shah's proposal for an electoral alliance with the BJP is being interpreted to mean how the AIADMK has signed up the NDA national leader as a junior partner. Not many have appreciated EPS for this strategic move that has now forced the BJP to play second fiddle to the AIADMK. This has meant that the BJP has buried its ambitions of capturing power in Tamil Nadu now, and is willing to wait until after the 2029 Lok Sabha polls, observes N Sathiya Moorthy. IMAGE: Senior Bharatiya Janata Party leader and Union Home Minister Amit Shah with BJP leader K Annamalai, AIADMK General Secretary Edappadi K Palaniswami and others during a press conference in Chennai, April 11, 2025. Photograph: ANI Photo In yet another uncontested elections to the Rajya Sabha from Tamil Nadu, the ruling Dravida Munnetra Kazhagam and the Opposition All India Anna DMK have divided the available six seats 4-2, leaving aspirant allies with li'l option but to nurse their wounds. Of course, the DMK's four include actor-politician Kamal Haasan, who was promised one for his Makkal Needhi Maiam backing the alliance in last year's Lok Sabha elections. Given their strength in the assembly, the",,"Of course, the DMK's four include actor-politician Kamal Haasan, who was promised one for his Makkal Needhi Maiam backing the alliance in last year's Lok Sabha elections.
According to reports, Stalin did not undertake any consultations with his senior party colleagues, or consult the allies.
Stalin had also briefed allies informally weeks earlier about the DMK's position in the matter.
Photograph: ANI PhotoYet, there was no denying the pressure that AIADMK boss Edappadi K Palaniswami (EPS) faced, especially from allies.
The Modi era Lok Sabha elections of 2014, 2019 and 2024 in the state have remained proof of the same.","eps, lok, party, sabha, check, aiadmk, state, bjp, stalin, dmk, assembly, allies","dmk,aiadmk,rajya sabha,kamal haasan",ministry of home affairs,"amit shah, k annamalai","bjp,nda,aiadmk",pro,"dmk,kamal haasan,makkal needhi maiam"
60cd5a0b7c3a1b6e36cd1b11cef1bec6ff139d5cb4337ecbc2e55389cec2f202,2025-06-04 15:38:54.368572+00:00,en,indianexpress.com,indianexpress.com,2025-06-04,How Operation Sindoor is shaping the political narrative of West Bengal,https://indianexpress.com/article/opinion/columns/how-operation-sindoor-is-shaping-the-political-narrative-of-west-bengal-10047466/,How Operation Sindoor is shaping the political narrative of West Bengal,"Suman Nath, Cdata, Var Template_Content, Sso_Login_Box, Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick, Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account, Signin, Sso_Social_Box, Sign In Withgmailfacebookapple, Var Follow_Widget_Data","The recent political warfare over Operation Sindoor in West Bengal has brought Mamata Banerjee’s political strategy under renewed scrutiny from the BJP. On June 1, Union Home Minister Amit Shah launched a scathing attack, accusing Banerjee of opposing Operation Sindoor — India’s military response to the Pahalgam terror attack — solely to “appease the Muslim vote bank”. Shah’s critique went further, alleging that Banerjee’s stance insulted India’s “mothers and sisters” by undermining the cultural and religious significance of sindoor. This kind of framing by Shah seems to be an attempt to invoke Hindu cultural sensitivities and position the Opposition as disrespectful to Hindu traditions. Shah also accused Banerjee of facilitating illegal infiltration from Bangladesh and fomenting “state-sponsored” Murshidabad riots. These statements aim to paint Banerjee as anti-national and pro-minority at the cost of Hindu interests. Advertisement The TMC was quick to refute these accusations, asserting its unwavering support for Operation Sindoor and emphasising Banerjee’s dedication to counter-terrorism efforts. As evidence, the TMC highlighted Banerjee’s nomination of her nephew, Abhishek Banerjee, to a global anti-terrorism delegation. Banerjee criticised the BJP for politicising a sensitive national security operation, alleging that the name “Sindoor” was deliberately chosen for electoral gains, to capitalise on",,"The recent political warfare over Operation Sindoor in West Bengal has brought Mamata Banerjee’s political strategy under renewed scrutiny from the BJP.
This kind of framing by Shah seems to be an attempt to invoke Hindu cultural sensitivities and position the Opposition as disrespectful to Hindu traditions.
AdvertisementThe TMC was quick to refute these accusations, asserting its unwavering support for Operation Sindoor and emphasising Banerjee’s dedication to counter-terrorism efforts.
The TMC-BJP clash over “Operation Sindoor” exemplifies this tension.
It not only serves the Hindu Bengali devotees who have a strong sentiment for the deity, but also sends two key messages.","political, bengali, banerjee, narrative, operation, west, shaping, bjp, hindutva, sindoor, hindu, bengal, tmc, cultural","mamata banerjee,amit shah,bjp,tmc",ministry of home affairs,amit shah,bjp,anti,"mamata banerjee,opposition,tmc,abhishek banerjee"
54da4e29510c3665094e097af79a1c80cabab888f67d97bb5b767d389c2aca75,2025-05-30 13:20:19.801637+00:00,en,thequint.com,thequint.com,2025-05-30,Not Just Legacy: Stalin’s Political Formula That Keeps DMK on Top |OPINION,https://www.thequint.com/opinion/why-stalin-dmk-still-has-political-edge-in-tamil-nadu,More Than Legacy: Stalin’s Political Formula That Keeps DMK on Top,John J Kennedy,"At the heart of Stalin’s popularity lies an expansive and largely efficient welfare architecture. Critics may call it populism, but in Tamil Nadu’s political culture, welfare is deeply tied to dignity and equity. From free bus travel for women and transgender persons under the Magalir Vidiyal Payanam Thittam scheme to monthly financial assistance schemes like Kalaignar Magalir Urimai Thogai, the DMK government has created mechanisms that touch daily lives. More than 1.15 crore women receive Rs 1,000 directly into their accounts every month, and the scheme has generated not just financial relief but political loyalty. The Pudhumai Penn Thittam scheme, targeting girls in classes 6–12 to support their college education, has boosted the school-to-college transition rate by 34 percent.","Scamguard, All India Anna Dravida Munnetra Kazhagam, Tamil Nadu, Dravida Munnetra Kazhagam's, Chief Minister MK Stalin,, Annamalai’s, MK Stalin, Climate Change News, DMK","At the heart of Stalin’s popularity lies an expansive and largely efficient welfare architecture.
Critics may call it populism, but in Tamil Nadu’s political culture, welfare is deeply tied to dignity and equity.
From free bus travel for women and transgender persons under the Magalir Vidiyal Payanam Thittam scheme to monthly financial assistance schemes like Kalaignar Magalir Urimai Thogai, the DMK government has created mechanisms that touch daily lives.
More than 1.15 crore women receive Rs 1,000 directly into their accounts every month, and the scheme has generated not just financial relief but political loyalty.
The Pudhumai Penn Thittam scheme, targeting girls in classes 6–12 to support their college education, has boosted the school-to-college transition rate by 34 percent.","stalins, financial, legacy, political, scheme, travel, vidiyal, keeps, urimai, dmk, thittam, magalir, women, welfare, formula","mk stalin,dmk,welfare schemes,tamil nadu",,,,,dmk
44943c96f3a2929e129e9c1102e1ed71d6138a2fecf5482b7db886ae28320f9d,2025-05-28 11:41:31.235072+00:00,en,indianexpress.com,indianexpress.com,2025-05-28,"A dissenting daughter, a leaked letter and a divided house in BRS",https://indianexpress.com/article/opinion/columns/k-kavithas-letter-to-kcr-brs-in-crisis-ktr-and-kcr-10033824/,"A dissenting daughter, a leaked letter and a divided house in BRS","Cdata, Var Template_Content, Sso_Login_Box, Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick, Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account, Signin, Sso_Social_Box, Sign In Withgmailfacebookapple, Var Follow_Widget_Data, Af_Article_Count","Written by K Nageshwar K Kavitha’s letter to her father and BRS (Bharat Rashtra Samithi) supremo K Chandrashekhar Rao (KCR) has triggered a political flutter. Speculation is rife about the future course of events in the pink party and its first family. Advertisement Kavitha, who is currently an MLC and a former MP, raised a variety of issues in her six-page letter, ranging from KCR’s style of functioning and organisational lapses to what she considered shortcomings in the party’s political positions. Her remark that the BRS’s soft approach to the BJP has sent wrong signals led to rumours that they could go for an alliance in the future. She was referring to KCR attacking the BJP for only about two minutes during BRS’s silver jubilee plenary, while his entire tirade focused on Congress rule. BRS leaders, however, refute Kavitha’s charges. Speaking to this author, BRS MLC Dasoju Sravan Kumar said that KCR has his own style of public communication, and in the recently held Warangal meet, he wanted to send a message that he is battle-ready. Notwithstanding such a defence, KCR certainly demonstrated a soft approach towards the BJP — an allegation his daughter rightly pointed out. Indeed, the BRS",,"Written by K NageshwarK Kavitha’s letter to her father and BRS (Bharat Rashtra Samithi) supremo K Chandrashekhar Rao (KCR) has triggered a political flutter.
Notwithstanding such a defence, KCR certainly demonstrated a soft approach towards the BJP — an allegation his daughter rightly pointed out.
Indeed, the BRS does not seem averse to joining forces with the BJP to fight the Congress.
Fuelling speculation over possible action against Kavitha, KTR said everyone in the party is equal and that differences cannot be aired in public.
Allegations that Kavitha is acting at the behest of rival parties have alienated her within the BRS.","dissenting, house, party, political, sabha, ktr, daughter, rao, kavitha, minister, bjp, letter, brs, leaked, divided, kcr","brs,kcr,bjp,congress",,,bjp,anti,"k kavitha,brs,k chandrashekhar rao,congress"
fc1674e2d7fcad42519be24d4a181686e7e727d56a16dd984597c14bd62ab54f,2025-05-26 20:21:19.672032+00:00,en,thehindu.com,thehindu.com,2025-05-26,Why Uncontested Elections in India Violate Voter Rights and Challenge Democracy,https://frontline.thehindu.com/politics/analysisuncontested-elections-voter-rights-india-2025/article69620973.ece,Why Uncontested Elections in India Violate Voter Rights and Challenge Democracy,,"Published : May 26, 2025 23:52 IST - 9 MINS READ A month before the results of the 2024 Lok Sabha election were to be announced—and while polling was still under way—the 18th Lok Sabha got its first member. The BJP’s candidate from Surat, Gujarat, was declared elected unopposed after all other contenders withdrew or had their nominations rejected. Over 16.5 lakh voters in the constituency were thus denied the chance to cast their vote. A petition currently before the Supreme Court has challenged the legality of declaring unopposed candidates as winners without a single vote being cast. The main argument being that the voters do not get a chance to exercise the choice of “None of the Above” (NOTA). The deliberations in the court have widened the scope of the debate. They now touch upon the very relevance of NOTA—whether it holds any real value, especially in uncontested elections where voters have no choice at all, or whether its limited uptake so far reflects its ineffectiveness as a democratic instrument. A two-judge Bench of the Supreme Court comprising Justices Surya Kant and N. Kotiswar Singh, when it last heard the case on April 24, 2025, added another dimension to",Business News Live,"In the Lok Sabha election conducted from 1951 to 2024, as many as 35 candidates have won through uncontested elections.
Forms 21 and 21B are filled up by the Returning Officer to declare the result of uncontested general elections and byelections, respectively.
Following the Supreme Court’s PUCL order in 2013, India became the 14th country to introduce NOTA in its elections.
A solution proposed by the court is ensuring that candidates in uncontested elections are declared winners only if they get a certain minimum percentage of votes.
The petition could indeed have multiple ramifications, from the way uncontested elections are declared to the importance of NOTA to the problems with the first-past-the-post system of declaring winners.","election, candidates, votes, violate, india, challenge, voter, democracy, court, voters, petition, nota, rights, elections, uncontested, candidate","uncontested elections,nota,supreme court,bjp",,,bjp,anti,
707c4725eeae3d7f1ac8e061349b0c2c067764df1ae52e88f8f21aa1ae30c1df,2025-05-23 22:27:23.269216+00:00,en,ndtv.com,ndtv.com,2025-05-21,"A Month After Pahalgam, Have We Lost Sight Of Kashmir And Kashmiris",https://www.ndtv.com/opinion/a-month-after-pahalgam-have-we-lost-sight-of-kashmir-and-kashmiris-8470337#publisher=newsstand,"A Month After Pahalgam Terrorist Attack, Have We Lost Sight Of Kashmir And Kashmiris?",,"A key element of any war on terror is public resistance. The battle against terrorism in Punjab, for instance, was won through a combination of strong police and army action, political solutions and most importantly, a shift in people's mood in favour of peace and democracy expressed through a high turnout in the local elections of 1992 and 1993. The manner in which Kashmiris poured out on the streets to condemn the Pahalgam massacre raises hopes of changing ground realities, which could work to our advantage in fighting terrorism in the troubled Jammu and Kashmir. This is, however, provided that the government seizes the moment and crafts a confidence-building outreach to win hearts and minds. Advertisement - Scroll to continue A United Voice It is unfortunate that the shrill noise of war cries deflected attention from unprecedented developments in the Union Territory post-Pahalgam. For the first time in many years, we saw public expressions of solidarity with the national mood as residents of the Valley organised shutdowns, marched in protest demonstrations and held candlelight vigils to mourn the victims of the Pahalgam attack. The show of empathy from a people who have harboured deep feelings of alienation and resentment for",,"We must win the battle in Jammu & Kashmir to defeat the covert war that Pakistan has unleashed to bleed India.
One is to offer a relief and rehabilitation package for the tourist industry, which has suffered a crippling blow after the Pahalgam attack.
Except for Abdullah and PDP leader Mehbooba Mufti, no other national political leader has visited those affected by the conflict.
Perhaps it is too early to talk of the question of the restoration of statehood to Jammu & Kashmir.
Ultimately, Jammu & Kashmir is a political problem and needs a political resolution.","pahalgam, jammu, terrorism, month, centre, political, leader, kashmiris, kashmir, attack, national, terrorist, lost, sight","pahalgam attack,jammu & kashmir,war on terror",central government,,,anti,
1d7e63ec935f78526f644f19c589881d5c24721dac7c665ef053f06d86e4f3ac,2025-05-22 10:23:25.860884+00:00,en,thequint.com,thequint.com,2025-05-22,Mayawati Takes Nephew Akash Anand on a Roller Coaster Ride Over BSP Leadership,https://www.thequint.com/opinion/mayawati-akash-anand-bsp-roller-coaster-dynasty-politics,Mayawati Takes Nephew Akash Anand on a Roller Coaster Ride Over BSP Leadership,Ajoy Bose,"The love-hate relationship between the Bahujan Samajwadi Party (BSP) supremo Mayawati and her nephew and would-be political successor Akash Anand keeps getting more and more curious. Over the past one and a half years, Behenji has sent the 30-year-old Plymouth University MBA graduate on a bizarre roller coaster ride, elevating and humiliating him in the party several times, in rapid succession. Forced to play this snakes and ladders game, the hapless Anand, who had earlier been seen as an able successor to his legendary aunt with his fiery political rhetoric and dynamism reminiscent of Mayawati in her younger days, has lost considerable face in the BSP and its rapidly shrinking voter base.","Scamguard, Akash Anand, Climate Change News, Chandrasekhar Azad., Bahujan Samajwadi Party, Mayawati","The love-hate relationship between the Bahujan Samajwadi Party (BSP) supremo Mayawati and her nephew and would-be political successor Akash Anand keeps getting more and more curious.
Over the past one and a half years, Behenji has sent the 30-year-old Plymouth University MBA graduate on a bizarre roller coaster ride, elevating and humiliating him in the party several times, in rapid succession.
Forced to play this snakes and ladders game, the hapless Anand, who had earlier been seen as an able successor to his legendary aunt with his fiery political rhetoric and dynamism reminiscent of Mayawati in her younger days, has lost considerable face in the BSP and its rapidly shrinking voter base.","nephew, successor, party, coaster, bsp, akash, anand, roller, political, leadership, voter, wouldbe, university, ride, takes, younger, mayawati","mayawati,akash anand,bsp,nepotism",,,,,"mayawati,akash anand,bsp"
